ORIGID,CountyName,PopulationCensus16,TimeStamp,ConfirmedCovidCases
18,Monaghan,61386,2020/10/24  ,1066
19,Offaly,77961,2020/10/24  ,958
20,Roscommon,64544,2020/10/24  ,723
21,Sligo,65535,2020/10/24  ,561
22,Tipperary,159553,2020/10/24  ,1098
23,Waterford,116176,2020/10/24  ,634
24,Westmeath,88770,2020/10/24  ,1234
25,Wexford,149722,2020/10/24  ,1007
26,Wicklow,142425,2020/10/24  ,1237
1,Carlow,56932,2020/10/25  ,457
2,Cavan,76176,2020/10/25  ,1981
3,Clare,118817,2020/10/25  ,1211
4,Cork,542868,2020/10/25  ,4837
5,Donegal,159192,2020/10/25  ,1982
6,Dublin,1347359,2020/10/25  ,22604
7,Galway,258058,2020/10/25  ,2107
8,Kerry,147707,2020/10/25  ,991
9,Kildare,222504,2020/10/25  ,3591
10,Kilkenny,99232,2020/10/25  ,721
11,Laois,84697,2020/10/25  ,778
12,Leitrim,32044,2020/10/25  ,232
13,Limerick,194899,2020/10/25  ,1850
14,Longford,40873,2020/10/25  ,539
15,Louth,128884,2020/10/25  ,1563
16,Mayo,130507,2020/10/25  ,1071
17,Meath,195044,2020/10/25  ,2702
18,Monaghan,61386,2020/10/25  ,1070
19,Offaly,77961,2020/10/25  ,959
20,Roscommon,64544,2020/10/25  ,735
21,Sligo,65535,2020/10/25  ,582
22,Tipperary,159553,2020/10/25  ,1116
23,Waterford,116176,2020/10/25  ,650
24,Westmeath,88770,2020/10/25  ,1255
25,Wexford,149722,2020/10/25  ,1022
26,Wicklow,142425,2020/10/25  ,1249
1,Carlow,56932,2020/10/26  ,467
2,Cavan,76176,2020/10/26  ,2000
3,Clare,118817,2020/10/26  ,1226
4,Cork,542868,2020/10/26  ,4967
5,Donegal,159192,2020/10/26  ,1989
6,Dublin,1347359,2020/10/26  ,22827
7,Galway,258058,2020/10/26  ,2153
8,Kerry,147707,2020/10/26  ,1012
9,Kildare,222504,2020/10/26  ,3613
10,Kilkenny,99232,2020/10/26  ,732
11,Laois,84697,2020/10/26  ,790
12,Leitrim,32044,2020/10/26  ,232
13,Limerick,194899,2020/10/26  ,1874
14,Longford,40873,2020/10/26  ,542
15,Louth,128884,2020/10/26  ,1580
16,Mayo,130507,2020/10/26  ,1094
17,Meath,195044,2020/10/26  ,2734
18,Monaghan,61386,2020/10/26  ,1082
19,Offaly,77961,2020/10/26  ,965
20,Roscommon,64544,2020/10/26  ,738
21,Sligo,65535,2020/10/26  ,588
22,Tipperary,159553,2020/10/26  ,1121
23,Waterford,116176,2020/10/26  ,670
24,Westmeath,88770,2020/10/26  ,1271
25,Wexford,149722,2020/10/26  ,1035
26,Wicklow,142425,2020/10/26  ,1262
1,Carlow,56932,2020/10/27  ,478
2,Cavan,76176,2020/10/27  ,2012
3,Clare,118817,2020/10/27  ,1242
4,Cork,542868,2020/10/27  ,5066
5,Donegal,159192,2020/10/27  ,2009
6,Dublin,1347359,2020/10/27  ,23021
7,Galway,258058,2020/10/27  ,2166
8,Kerry,147707,2020/10/27  ,1029
9,Kildare,222504,2020/10/27  ,3651
10,Kilkenny,99232,2020/10/27  ,737
11,Laois,84697,2020/10/27  ,797
12,Leitrim,32044,2020/10/27  ,232
13,Limerick,194899,2020/10/27  ,1920
14,Longford,40873,2020/10/27  ,550
15,Louth,128884,2020/10/27  ,1606
16,Mayo,130507,2020/10/27  ,1098
17,Meath,195044,2020/10/27  ,2805
18,Monaghan,61386,2020/10/27  ,1088
19,Offaly,77961,2020/10/27  ,967
20,Roscommon,64544,2020/10/27  ,743
21,Sligo,65535,2020/10/27  ,592
22,Tipperary,159553,2020/10/27  ,1142
23,Waterford,116176,2020/10/27  ,674
24,Westmeath,88770,2020/10/27  ,1288
25,Wexford,149722,2020/10/27  ,1039
26,Wicklow,142425,2020/10/27  ,1275
1,Carlow,56932,2020/10/28  ,483
2,Cavan,76176,2020/10/28  ,2031
3,Clare,118817,2020/10/28  ,1261
4,Cork,542868,2020/10/28  ,5230
5,Donegal,159192,2020/10/28  ,2065
6,Dublin,1347359,2020/10/28  ,23254
7,Galway,258058,2020/10/28  ,2222
8,Kerry,147707,2020/10/28  ,1048
9,Kildare,222504,2020/10/28  ,3680
10,Kilkenny,99232,2020/10/28  ,742
11,Laois,84697,2020/10/28  ,809
12,Leitrim,32044,2020/10/28  ,232
13,Limerick,194899,2020/10/28  ,1951
14,Longford,40873,2020/10/28  ,554
15,Louth,128884,2020/10/28  ,1629
16,Mayo,130507,2020/10/28  ,1107
17,Meath,195044,2020/10/28  ,2844
18,Monaghan,61386,2020/10/28  ,1093
19,Offaly,77961,2020/10/28  ,980
20,Roscommon,64544,2020/10/28  ,748
21,Sligo,65535,2020/10/28  ,599
22,Tipperary,159553,2020/10/28  ,1156
23,Waterford,116176,2020/10/28  ,698
24,Westmeath,88770,2020/10/28  ,1299
25,Wexford,149722,2020/10/28  ,1067
26,Wicklow,142425,2020/10/28  ,1289
1,Carlow,56932,2020/10/29  ,485
2,Cavan,76176,2020/10/29  ,2049
3,Clare,118817,2020/10/29  ,1275
4,Cork,542868,2020/10/29  ,5345
5,Donegal,159192,2020/10/29  ,2105
6,Dublin,1347359,2020/10/29  ,23480
7,Galway,258058,2020/10/29  ,2262
8,Kerry,147707,2020/10/29  ,1060
9,Kildare,222504,2020/10/29  ,3716
10,Kilkenny,99232,2020/10/29  ,747
11,Laois,84697,2020/10/29  ,820
12,Leitrim,32044,2020/10/29  ,233
13,Limerick,194899,2020/10/29  ,1985
14,Longford,40873,2020/10/29  ,562
15,Louth,128884,2020/10/29  ,1658
16,Mayo,130507,2020/10/29  ,1126
17,Meath,195044,2020/10/29  ,2890
18,Monaghan,61386,2020/10/29  ,1102
19,Offaly,77961,2020/10/29  ,995
20,Roscommon,64544,2020/10/29  ,761
21,Sligo,65535,2020/10/29  ,608
22,Tipperary,159553,2020/10/29  ,1160
23,Waterford,116176,2020/10/29  ,710
24,Westmeath,88770,2020/10/29  ,1325
25,Wexford,149722,2020/10/29  ,1070
26,Wicklow,142425,2020/10/29  ,1296
1,Carlow,56932,2020/10/30  ,491
2,Cavan,76176,2020/10/30  ,2058
3,Clare,118817,2020/10/30  ,1283
4,Cork,542868,2020/10/30  ,5403
5,Donegal,159192,2020/10/30  ,2129
6,Dublin,1347359,2020/10/30  ,23559
7,Galway,258058,2020/10/30  ,2299
8,Kerry,147707,2020/10/30  ,1063
9,Kildare,222504,2020/10/30  ,3721
10,Kilkenny,99232,2020/10/30  ,754
11,Laois,84697,2020/10/30  ,827
12,Leitrim,32044,2020/10/30  ,233
13,Limerick,194899,2020/10/30  ,1990
14,Longford,40873,2020/10/30  ,563
15,Louth,128884,2020/10/30  ,1666
16,Mayo,130507,2020/10/30  ,1167
17,Meath,195044,2020/10/30  ,2901
18,Monaghan,61386,2020/10/30  ,1102
19,Offaly,77961,2020/10/30  ,999
20,Roscommon,64544,2020/10/30  ,763
21,Sligo,65535,2020/10/30  ,620
22,Tipperary,159553,2020/10/30  ,1184
23,Waterford,116176,2020/10/30  ,733
24,Westmeath,88770,2020/10/30  ,1332
25,Wexford,149722,2020/10/30  ,1078
26,Wicklow,142425,2020/10/30  ,1306
1,Carlow,56932,2020/10/31  ,495
2,Cavan,76176,2020/10/31  ,2060
3,Clare,118817,2020/10/31  ,1298
4,Cork,542868,2020/10/31  ,5487
5,Donegal,159192,2020/10/31  ,2158
6,Dublin,1347359,2020/10/31  ,23720
7,Galway,258058,2020/10/31  ,2306
8,Kerry,147707,2020/10/31  ,1074
9,Kildare,222504,2020/10/31  ,3745
10,Kilkenny,99232,2020/10/31  ,761
11,Laois,84697,2020/10/31  ,834
12,Leitrim,32044,2020/10/31  ,234
13,Limerick,194899,2020/10/31  ,2030
14,Longford,40873,2020/10/31  ,570
15,Louth,128884,2020/10/31  ,1689
16,Mayo,130507,2020/10/31  ,1177
17,Meath,195044,2020/10/31  ,2921
18,Monaghan,61386,2020/10/31  ,1110
19,Offaly,77961,2020/10/31  ,1002
20,Roscommon,64544,2020/10/31  ,773
21,Sligo,65535,2020/10/31  ,629
22,Tipperary,159553,2020/10/31  ,1207
23,Waterford,116176,2020/10/31  ,734
24,Westmeath,88770,2020/10/31  ,1340
25,Wexford,149722,2020/10/31  ,1086
26,Wicklow,142425,2020/10/31  ,1322
1,Carlow,56932,2020/11/01  ,510
2,Cavan,76176,2020/11/01  ,2068
3,Clare,118817,2020/11/01  ,1306
4,Cork,542868,2020/11/01  ,5568
5,Donegal,159192,2020/11/01  ,2179
6,Dublin,1347359,2020/11/01  ,24026
7,Galway,258058,2020/11/01  ,2329
8,Kerry,147707,2020/11/01  ,1089
9,Kildare,222504,2020/11/01  ,3765
10,Kilkenny,99232,2020/11/01  ,779
11,Laois,84697,2020/11/01  ,853
12,Leitrim,32044,2020/11/01  ,235
13,Limerick,194899,2020/11/01  ,2063
14,Longford,40873,2020/11/01  ,574
15,Louth,128884,2020/11/01  ,1696
16,Mayo,130507,2020/11/01  ,1186
17,Meath,195044,2020/11/01  ,2967
18,Monaghan,61386,2020/11/01  ,1114
19,Offaly,77961,2020/11/01  ,1011
20,Roscommon,64544,2020/11/01  ,797
21,Sligo,65535,2020/11/01  ,641
22,Tipperary,159553,2020/11/01  ,1223
23,Waterford,116176,2020/11/01  ,747
24,Westmeath,88770,2020/11/01  ,1358
25,Wexford,149722,2020/11/01  ,1093
26,Wicklow,142425,2020/11/01  ,1332
1,Carlow,56932,2020/11/02  ,512
2,Cavan,76176,2020/11/02  ,2080
3,Clare,118817,2020/11/02  ,1307
4,Cork,542868,2020/11/02  ,5591
5,Donegal,159192,2020/11/02  ,2193
6,Dublin,1347359,2020/11/02  ,24118
7,Galway,258058,2020/11/02  ,2334
8,Kerry,147707,2020/11/02  ,1095
9,Kildare,222504,2020/11/02  ,3782
10,Kilkenny,99232,2020/11/02  ,787
11,Laois,84697,2020/11/02  ,862
12,Leitrim,32044,2020/11/02  ,235
13,Limerick,194899,2020/11/02  ,2068
14,Longford,40873,2020/11/02  ,576
15,Louth,128884,2020/11/02  ,1710
16,Mayo,130507,2020/11/02  ,1193
17,Meath,195044,2020/11/02  ,3001
18,Monaghan,61386,2020/11/02  ,1122
19,Offaly,77961,2020/11/02  ,1011
20,Roscommon,64544,2020/11/02  ,802
21,Sligo,65535,2020/11/02  ,649
22,Tipperary,159553,2020/11/02  ,1233
23,Waterford,116176,2020/11/02  ,763
24,Westmeath,88770,2020/11/02  ,1364
25,Wexford,149722,2020/11/02  ,1098
26,Wicklow,142425,2020/11/02  ,1333
1,Carlow,56932,2020/11/03  ,512
2,Cavan,76176,2020/11/03  ,2084
3,Clare,118817,2020/11/03  ,1315
4,Cork,542868,2020/11/03  ,5638
5,Donegal,159192,2020/11/03  ,2209
6,Dublin,1347359,2020/11/03  ,24274
7,Galway,258058,2020/11/03  ,2370
8,Kerry,147707,2020/11/03  ,1115
9,Kildare,222504,2020/11/03  ,3795
10,Kilkenny,99232,2020/11/03  ,798
11,Laois,84697,2020/11/03  ,865
12,Leitrim,32044,2020/11/03  ,235
13,Limerick,194899,2020/11/03  ,2094
14,Longford,40873,2020/11/03  ,578
15,Louth,128884,2020/11/03  ,1721
16,Mayo,130507,2020/11/03  ,1205
17,Meath,195044,2020/11/03  ,3021
18,Monaghan,61386,2020/11/03  ,1124
19,Offaly,77961,2020/11/03  ,1012
20,Roscommon,64544,2020/11/03  ,814
21,Sligo,65535,2020/11/03  ,655
22,Tipperary,159553,2020/11/03  ,1244
23,Waterford,116176,2020/11/03  ,768
24,Westmeath,88770,2020/11/03  ,1376
25,Wexford,149722,2020/11/03  ,1098
26,Wicklow,142425,2020/11/03  ,1341
1,Carlow,56932,2020/11/04  ,517
2,Cavan,76176,2020/11/04  ,2088
3,Clare,118817,2020/11/04  ,1330
4,Cork,542868,2020/11/04  ,5688
5,Donegal,159192,2020/11/04  ,2282
6,Dublin,1347359,2020/11/04  ,24388
7,Galway,258058,2020/11/04  ,2392
8,Kerry,147707,2020/11/04  ,1161
9,Kildare,222504,2020/11/04  ,3815
10,Kilkenny,99232,2020/11/04  ,811
11,Laois,84697,2020/11/04  ,872
12,Leitrim,32044,2020/11/04  ,235
13,Limerick,194899,2020/11/04  ,2138
14,Longford,40873,2020/11/04  ,581
15,Louth,128884,2020/11/04  ,1734
16,Mayo,130507,2020/11/04  ,1222
17,Meath,195044,2020/11/04  ,3056
18,Monaghan,61386,2020/11/04  ,1128
19,Offaly,77961,2020/11/04  ,1014
20,Roscommon,64544,2020/11/04  ,816
21,Sligo,65535,2020/11/04  ,667
22,Tipperary,159553,2020/11/04  ,1257
23,Waterford,116176,2020/11/04  ,784
24,Westmeath,88770,2020/11/04  ,1392
25,Wexford,149722,2020/11/04  ,1119
26,Wicklow,142425,2020/11/04  ,1354
1,Carlow,56932,2020/11/05  ,520
2,Cavan,76176,2020/11/05  ,2093
3,Clare,118817,2020/11/05  ,1350
4,Cork,542868,2020/11/05  ,5758
5,Donegal,159192,2020/11/05  ,2300
6,Dublin,1347359,2020/11/05  ,24559
7,Galway,258058,2020/11/05  ,2410
8,Kerry,147707,2020/11/05  ,1171
9,Kildare,222504,2020/11/05  ,3824
10,Kilkenny,99232,2020/11/05  ,817
11,Laois,84697,2020/11/05  ,886
12,Leitrim,32044,2020/11/05  ,235
13,Limerick,194899,2020/11/05  ,2161
14,Longford,40873,2020/11/05  ,584
15,Louth,128884,2020/11/05  ,1746
16,Mayo,130507,2020/11/05  ,1248
17,Meath,195044,2020/11/05  ,3077
18,Monaghan,61386,2020/11/05  ,1145
19,Offaly,77961,2020/11/05  ,1026
20,Roscommon,64544,2020/11/05  ,824
21,Sligo,65535,2020/11/05  ,668
22,Tipperary,159553,2020/11/05  ,1269
23,Waterford,116176,2020/11/05  ,786
24,Westmeath,88770,2020/11/05  ,1401
25,Wexford,149722,2020/11/05  ,1119
26,Wicklow,142425,2020/11/05  ,1357
1,Carlow,56932,2020/11/06  ,523
2,Cavan,76176,2020/11/06  ,2093
3,Clare,118817,2020/11/06  ,1360
4,Cork,542868,2020/11/06  ,5781
5,Donegal,159192,2020/11/06  ,2341
6,Dublin,1347359,2020/11/06  ,24630
7,Galway,258058,2020/11/06  ,2422
8,Kerry,147707,2020/11/06  ,1194
9,Kildare,222504,2020/11/06  ,3829
10,Kilkenny,99232,2020/11/06  ,837
11,Laois,84697,2020/11/06  ,895
12,Leitrim,32044,2020/11/06  ,238
13,Limerick,194899,2020/11/06  ,2177
14,Longford,40873,2020/11/06  ,587
15,Louth,128884,2020/11/06  ,1752
16,Mayo,130507,2020/11/06  ,1274
17,Meath,195044,2020/11/06  ,3087
18,Monaghan,61386,2020/11/06  ,1149
19,Offaly,77961,2020/11/06  ,1026
20,Roscommon,64544,2020/11/06  ,826
21,Sligo,65535,2020/11/06  ,673
22,Tipperary,159553,2020/11/06  ,1277
23,Waterford,116176,2020/11/06  ,803
24,Westmeath,88770,2020/11/06  ,1406
25,Wexford,149722,2020/11/06  ,1125
26,Wicklow,142425,2020/11/06  ,1360
1,Carlow,56932,2020/11/07  ,529
2,Cavan,76176,2020/11/07  ,2096
3,Clare,118817,2020/11/07  ,1368
4,Cork,542868,2020/11/07  ,5816
5,Donegal,159192,2020/11/07  ,2400
6,Dublin,1347359,2020/11/07  ,24799
7,Galway,258058,2020/11/07  ,2429
8,Kerry,147707,2020/11/07  ,1211
9,Kildare,222504,2020/11/07  ,3853
10,Kilkenny,99232,2020/11/07  ,845
11,Laois,84697,2020/11/07  ,913
12,Leitrim,32044,2020/11/07  ,242
13,Limerick,194899,2020/11/07  ,2224
14,Longford,40873,2020/11/07  ,593
15,Louth,128884,2020/11/07  ,1761
16,Mayo,130507,2020/11/07  ,1279
17,Meath,195044,2020/11/07  ,3105
18,Monaghan,61386,2020/11/07  ,1153
19,Offaly,77961,2020/11/07  ,1042
20,Roscommon,64544,2020/11/07  ,826
21,Sligo,65535,2020/11/07  ,681
22,Tipperary,159553,2020/11/07  ,1292
23,Waterford,116176,2020/11/07  ,806
24,Westmeath,88770,2020/11/07  ,1415
25,Wexford,149722,2020/11/07  ,1131
26,Wicklow,142425,2020/11/07  ,1375
1,Carlow,56932,2020/11/08  ,531
2,Cavan,76176,2020/11/08  ,2100
3,Clare,118817,2020/11/08  ,1374
4,Cork,542868,2020/11/08  ,5827
5,Donegal,159192,2020/11/08  ,2419
6,Dublin,1347359,2020/11/08  ,24898
7,Galway,258058,2020/11/08  ,2432
8,Kerry,147707,2020/11/08  ,1218
9,Kildare,222504,2020/11/08  ,3859
10,Kilkenny,99232,2020/11/08  ,854
11,Laois,84697,2020/11/08  ,918
12,Leitrim,32044,2020/11/08  ,245
13,Limerick,194899,2020/11/08  ,2256
14,Longford,40873,2020/11/08  ,594
15,Louth,128884,2020/11/08  ,1769
16,Mayo,130507,2020/11/08  ,1284
17,Meath,195044,2020/11/08  ,3113
18,Monaghan,61386,2020/11/08  ,1154
19,Offaly,77961,2020/11/08  ,1045
20,Roscommon,64544,2020/11/08  ,834
21,Sligo,65535,2020/11/08  ,684
22,Tipperary,159553,2020/11/08  ,1301
23,Waterford,116176,2020/11/08  ,810
24,Westmeath,88770,2020/11/08  ,1419
25,Wexford,149722,2020/11/08  ,1134
26,Wicklow,142425,2020/11/08  ,1376
1,Carlow,56932,2020/11/09  ,533
2,Cavan,76176,2020/11/09  ,2107
3,Clare,118817,2020/11/09  ,1381
4,Cork,542868,2020/11/09  ,5835
5,Donegal,159192,2020/11/09  ,2440
6,Dublin,1347359,2020/11/09  ,24973
7,Galway,258058,2020/11/09  ,2434
8,Kerry,147707,2020/11/09  ,1219
9,Kildare,222504,2020/11/09  ,3870
10,Kilkenny,99232,2020/11/09  ,862
11,Laois,84697,2020/11/09  ,926
12,Leitrim,32044,2020/11/09  ,245
13,Limerick,194899,2020/11/09  ,2273
14,Longford,40873,2020/11/09  ,595
15,Louth,128884,2020/11/09  ,1781
16,Mayo,130507,2020/11/09  ,1289
17,Meath,195044,2020/11/09  ,3131
18,Monaghan,61386,2020/11/09  ,1158
19,Offaly,77961,2020/11/09  ,1047
20,Roscommon,64544,2020/11/09  ,852
21,Sligo,65535,2020/11/09  ,686
22,Tipperary,159553,2020/11/09  ,1318
23,Waterford,116176,2020/11/09  ,821
24,Westmeath,88770,2020/11/09  ,1423
25,Wexford,149722,2020/11/09  ,1137
26,Wicklow,142425,2020/11/09  ,1379
1,Carlow,56932,2020/11/10  ,536
2,Cavan,76176,2020/11/10  ,2112
3,Clare,118817,2020/11/10  ,1386
4,Cork,542868,2020/11/10  ,5859
5,Donegal,159192,2020/11/10  ,2484
6,Dublin,1347359,2020/11/10  ,25060
7,Galway,258058,2020/11/10  ,2445
8,Kerry,147707,2020/11/10  ,1235
9,Kildare,222504,2020/11/10  ,3879
10,Kilkenny,99232,2020/11/10  ,869
11,Laois,84697,2020/11/10  ,928
12,Leitrim,32044,2020/11/10  ,247
13,Limerick,194899,2020/11/10  ,2305
14,Longford,40873,2020/11/10  ,599
15,Louth,128884,2020/11/10  ,1806
16,Mayo,130507,2020/11/10  ,1299
17,Meath,195044,2020/11/10  ,3145
18,Monaghan,61386,2020/11/10  ,1166
19,Offaly,77961,2020/11/10  ,1057
20,Roscommon,64544,2020/11/10  ,854
21,Sligo,65535,2020/11/10  ,691
22,Tipperary,159553,2020/11/10  ,1329
23,Waterford,116176,2020/11/10  ,832
24,Westmeath,88770,2020/11/10  ,1427
25,Wexford,149722,2020/11/10  ,1140
26,Wicklow,142425,2020/11/10  ,1384
1,Carlow,56932,2020/11/11  ,536
2,Cavan,76176,2020/11/11  ,2120
3,Clare,118817,2020/11/11  ,1393
4,Cork,542868,2020/11/11  ,5890
5,Donegal,159192,2020/11/11  ,2511
6,Dublin,1347359,2020/11/11  ,25190
7,Galway,258058,2020/11/11  ,2472
8,Kerry,147707,2020/11/11  ,1239
9,Kildare,222504,2020/11/11  ,3893
10,Kilkenny,99232,2020/11/11  ,869
11,Laois,84697,2020/11/11  ,934
12,Leitrim,32044,2020/11/11  ,252
13,Limerick,194899,2020/11/11  ,2328
14,Longford,40873,2020/11/11  ,602
15,Louth,128884,2020/11/11  ,1831
16,Mayo,130507,2020/11/11  ,1302
17,Meath,195044,2020/11/11  ,3169
18,Monaghan,61386,2020/11/11  ,1169
19,Offaly,77961,2020/11/11  ,1067
20,Roscommon,64544,2020/11/11  ,859
21,Sligo,65535,2020/11/11  ,696
22,Tipperary,159553,2020/11/11  ,1335
23,Waterford,116176,2020/11/11  ,832
24,Westmeath,88770,2020/11/11  ,1444
25,Wexford,149722,2020/11/11  ,1141
26,Wicklow,142425,2020/11/11  ,1391
1,Carlow,56932,2020/11/12  ,540
2,Cavan,76176,2020/11/12  ,2131
3,Clare,118817,2020/11/12  ,1401
4,Cork,542868,2020/11/12  ,5934
5,Donegal,159192,2020/11/12  ,2534
6,Dublin,1347359,2020/11/12  ,25314
7,Galway,258058,2020/11/12  ,2486
8,Kerry,147707,2020/11/12  ,1248
9,Kildare,222504,2020/11/12  ,3911
10,Kilkenny,99232,2020/11/12  ,875
11,Laois,84697,2020/11/12  ,935
12,Leitrim,32044,2020/11/12  ,256
13,Limerick,194899,2020/11/12  ,2363
14,Longford,40873,2020/11/12  ,607
15,Louth,128884,2020/11/12  ,1848
16,Mayo,130507,2020/11/12  ,1314
17,Meath,195044,2020/11/12  ,3193
18,Monaghan,61386,2020/11/12  ,1182
19,Offaly,77961,2020/11/12  ,1083
20,Roscommon,64544,2020/11/12  ,864
21,Sligo,65535,2020/11/12  ,699
22,Tipperary,159553,2020/11/12  ,1345
23,Waterford,116176,2020/11/12  ,875
24,Westmeath,88770,2020/11/12  ,1457
25,Wexford,149722,2020/11/12  ,1147
26,Wicklow,142425,2020/11/12  ,1400
1,Carlow,56932,2020/11/13  ,543
2,Cavan,76176,2020/11/13  ,2133
3,Clare,118817,2020/11/13  ,1408
4,Cork,542868,2020/11/13  ,5961
5,Donegal,159192,2020/11/13  ,2561
6,Dublin,1347359,2020/11/13  ,25464
7,Galway,258058,2020/11/13  ,2513
8,Kerry,147707,2020/11/13  ,1250
9,Kildare,222504,2020/11/13  ,3935
10,Kilkenny,99232,2020/11/13  ,885
11,Laois,84697,2020/11/13  ,942
12,Leitrim,32044,2020/11/13  ,256
13,Limerick,194899,2020/11/13  ,2398
14,Longford,40873,2020/11/13  ,611
15,Louth,128884,2020/11/13  ,1861
16,Mayo,130507,2020/11/13  ,1324
17,Meath,195044,2020/11/13  ,3203
18,Monaghan,61386,2020/11/13  ,1186
19,Offaly,77961,2020/11/13  ,1091
20,Roscommon,64544,2020/11/13  ,868
21,Sligo,65535,2020/11/13  ,702
22,Tipperary,159553,2020/11/13  ,1367
23,Waterford,116176,2020/11/13  ,895
24,Westmeath,88770,2020/11/13  ,1480
25,Wexford,149722,2020/11/13  ,1151
26,Wicklow,142425,2020/11/13  ,1409
1,Carlow,56932,2020/11/14  ,545
2,Cavan,76176,2020/11/14  ,2139
3,Clare,118817,2020/11/14  ,1411
4,Cork,542868,2020/11/14  ,5978
5,Donegal,159192,2020/11/14  ,2595
6,Dublin,1347359,2020/11/14  ,25581
7,Galway,258058,2020/11/14  ,2528
8,Kerry,147707,2020/11/14  ,1262
9,Kildare,222504,2020/11/14  ,3947
10,Kilkenny,99232,2020/11/14  ,890
11,Laois,84697,2020/11/14  ,951
12,Leitrim,32044,2020/11/14  ,259
13,Limerick,194899,2020/11/14  ,2417
14,Longford,40873,2020/11/14  ,613
15,Louth,128884,2020/11/14  ,1884
16,Mayo,130507,2020/11/14  ,1328
17,Meath,195044,2020/11/14  ,3208
18,Monaghan,61386,2020/11/14  ,1187
19,Offaly,77961,2020/11/14  ,1107
20,Roscommon,64544,2020/11/14  ,880
21,Sligo,65535,2020/11/14  ,702
22,Tipperary,159553,2020/11/14  ,1369
23,Waterford,116176,2020/11/14  ,913
24,Westmeath,88770,2020/11/14  ,1491
25,Wexford,149722,2020/11/14  ,1160
26,Wicklow,142425,2020/11/14  ,1422
1,Carlow,56932,2020/11/15  ,551
2,Cavan,76176,2020/11/15  ,2142
3,Clare,118817,2020/11/15  ,1436
4,Cork,542868,2020/11/15  ,6021
5,Donegal,159192,2020/11/15  ,2606
6,Dublin,1347359,2020/11/15  ,25683
7,Galway,258058,2020/11/15  ,2538
8,Kerry,147707,2020/11/15  ,1270
9,Kildare,222504,2020/11/15  ,3961
10,Kilkenny,99232,2020/11/15  ,899
11,Laois,84697,2020/11/15  ,952
12,Leitrim,32044,2020/11/15  ,262
13,Limerick,194899,2020/11/15  ,2494
14,Longford,40873,2020/11/15  ,618
15,Louth,128884,2020/11/15  ,1901
16,Mayo,130507,2020/11/15  ,1333
17,Meath,195044,2020/11/15  ,3246
18,Monaghan,61386,2020/11/15  ,1189
19,Offaly,77961,2020/11/15  ,1116
20,Roscommon,64544,2020/11/15  ,887
21,Sligo,65535,2020/11/15  ,707
22,Tipperary,159553,2020/11/15  ,1390
23,Waterford,116176,2020/11/15  ,933
24,Westmeath,88770,2020/11/15  ,1496
25,Wexford,149722,2020/11/15  ,1163
26,Wicklow,142425,2020/11/15  ,1423
1,Carlow,56932,2020/11/16  ,556
2,Cavan,76176,2020/11/16  ,2146
3,Clare,118817,2020/11/16  ,1440
4,Cork,542868,2020/11/16  ,6055
5,Donegal,159192,2020/11/16  ,2640
6,Dublin,1347359,2020/11/16  ,25767
7,Galway,258058,2020/11/16  ,2553
8,Kerry,147707,2020/11/16  ,1275
9,Kildare,222504,2020/11/16  ,3969
10,Kilkenny,99232,2020/11/16  ,906
11,Laois,84697,2020/11/16  ,954
12,Leitrim,32044,2020/11/16  ,262
13,Limerick,194899,2020/11/16  ,2532
14,Longford,40873,2020/11/16  ,619
15,Louth,128884,2020/11/16  ,1916
16,Mayo,130507,2020/11/16  ,1341
17,Meath,195044,2020/11/16  ,3258
18,Monaghan,61386,2020/11/16  ,1190
19,Offaly,77961,2020/11/16  ,1120
20,Roscommon,64544,2020/11/16  ,911
21,Sligo,65535,2020/11/16  ,709
22,Tipperary,159553,2020/11/16  ,1409
23,Waterford,116176,2020/11/16  ,949
24,Westmeath,88770,2020/11/16  ,1507
25,Wexford,149722,2020/11/16  ,1165
26,Wicklow,142425,2020/11/16  ,1428
1,Carlow,56932,2020/11/17  ,557
2,Cavan,76176,2020/11/17  ,2155
3,Clare,118817,2020/11/17  ,1448
4,Cork,542868,2020/11/17  ,6081
5,Donegal,159192,2020/11/17  ,2676
6,Dublin,1347359,2020/11/17  ,25882
7,Galway,258058,2020/11/17  ,2573
8,Kerry,147707,2020/11/17  ,1285
9,Kildare,222504,2020/11/17  ,3985
10,Kilkenny,99232,2020/11/17  ,918
11,Laois,84697,2020/11/17  ,955
12,Leitrim,32044,2020/11/17  ,263
13,Limerick,194899,2020/11/17  ,2553
14,Longford,40873,2020/11/17  ,620
15,Louth,128884,2020/11/17  ,1939
16,Mayo,130507,2020/11/17  ,1351
17,Meath,195044,2020/11/17  ,3287
18,Monaghan,61386,2020/11/17  ,1192
19,Offaly,77961,2020/11/17  ,1124
20,Roscommon,64544,2020/11/17  ,922
21,Sligo,65535,2020/11/17  ,714
22,Tipperary,159553,2020/11/17  ,1415
23,Waterford,116176,2020/11/17  ,953
24,Westmeath,88770,2020/11/17  ,1511
25,Wexford,149722,2020/11/17  ,1167
26,Wicklow,142425,2020/11/17  ,1432
1,Carlow,56932,2020/11/18  ,565
2,Cavan,76176,2020/11/18  ,2160
3,Clare,118817,2020/11/18  ,1453
4,Cork,542868,2020/11/18  ,6125
5,Donegal,159192,2020/11/18  ,2702
6,Dublin,1347359,2020/11/18  ,26048
7,Galway,258058,2020/11/18  ,2577
8,Kerry,147707,2020/11/18  ,1288
