ORIGID,CountyName,PopulationCensus16,TimeStamp,ConfirmedCovidCases
2,Cavan,76176,2020/03/25  ,9
3,Clare,118817,2020/03/25  ,26
4,Cork,542868,2020/03/25  ,172
5,Donegal,159192,2020/03/25  ,15
6,Dublin,1347359,2020/03/25  ,898
7,Galway,258058,2020/03/25  ,54
8,Kerry,147707,2020/03/25  ,44
9,Kildare,222504,2020/03/25  ,47
10,Kilkenny,99232,2020/03/25  ,21
11,Laois,84697,2020/03/25  ,10
12,Leitrim,32044,2020/03/25  ,3
13,Limerick,194899,2020/03/25  ,36
14,Longford,40873,2020/03/25  ,6
15,Louth,128884,2020/03/25  ,25
16,Mayo,130507,2020/03/25  ,17
17,Meath,195044,2020/03/25  ,33
18,Monaghan,61386,2020/03/25  ,5
19,Offaly,77961,2020/03/25  ,19
20,Roscommon,64544,2020/03/25  ,8
21,Sligo,65535,2020/03/25  ,8
22,Tipperary,159553,2020/03/25  ,35
23,Waterford,116176,2020/03/25  ,23
24,Westmeath,88770,2020/03/25  ,37
25,Wexford,149722,2020/03/25  ,9
26,Wicklow,142425,2020/03/25  ,54
1,Carlow,56932,2020/03/26  ,3
2,Cavan,76176,2020/03/26  ,11
3,Clare,118817,2020/03/26  ,31
4,Cork,542868,2020/03/26  ,185
5,Donegal,159192,2020/03/26  ,15
6,Dublin,1347359,2020/03/26  ,1043
7,Galway,258058,2020/03/26  ,60
8,Kerry,147707,2020/03/26  ,47
9,Kildare,222504,2020/03/26  ,58
10,Kilkenny,99232,2020/03/26  ,29
11,Laois,84697,2020/03/26  ,11
12,Leitrim,32044,2020/03/26  ,3
13,Limerick,194899,2020/03/26  ,46
14,Longford,40873,2020/03/26  ,7
15,Louth,128884,2020/03/26  ,28
16,Mayo,130507,2020/03/26  ,20
17,Meath,195044,2020/03/26  ,41
18,Monaghan,61386,2020/03/26  ,8
19,Offaly,77961,2020/03/26  ,23
20,Roscommon,64544,2020/03/26  ,9
21,Sligo,65535,2020/03/26  ,10
22,Tipperary,159553,2020/03/26  ,45
23,Waterford,116176,2020/03/26  ,27
24,Westmeath,88770,2020/03/26  ,49
25,Wexford,149722,2020/03/26  ,10
26,Wicklow,142425,2020/03/26  ,60
1,Carlow,56932,2020/03/27  ,3
2,Cavan,76176,2020/03/27  ,19
3,Clare,118817,2020/03/27  ,34
4,Cork,542868,2020/03/27  ,209
5,Donegal,159192,2020/03/27  ,24
6,Dublin,1347359,2020/03/27  ,1198
7,Galway,258058,2020/03/27  ,65
8,Kerry,147707,2020/03/27  ,53
9,Kildare,222504,2020/03/27  ,64
10,Kilkenny,99232,2020/03/27  ,33
11,Laois,84697,2020/03/27  ,14
12,Leitrim,32044,2020/03/27  ,5
13,Limerick,194899,2020/03/27  ,55
14,Longford,40873,2020/03/27  ,12
15,Louth,128884,2020/03/27  ,37
16,Mayo,130507,2020/03/27  ,25
17,Meath,195044,2020/03/27  ,46
18,Monaghan,61386,2020/03/27  ,11
19,Offaly,77961,2020/03/27  ,31
20,Roscommon,64544,2020/03/27  ,11
21,Sligo,65535,2020/03/27  ,12
22,Tipperary,159553,2020/03/27  ,55
23,Waterford,116176,2020/03/27  ,29
24,Westmeath,88770,2020/03/27  ,64
25,Wexford,149722,2020/03/27  ,11
26,Wicklow,142425,2020/03/27  ,68
1,Carlow,56932,2020/03/28  ,4
2,Cavan,76176,2020/03/28  ,24
3,Clare,118817,2020/03/28  ,34
4,Cork,542868,2020/03/28  ,218
5,Donegal,159192,2020/03/28  ,36
6,Dublin,1347359,2020/03/28  ,1353
7,Galway,258058,2020/03/28  ,74
8,Kerry,147707,2020/03/28  ,60
9,Kildare,222504,2020/03/28  ,69
10,Kilkenny,99232,2020/03/28  ,37
11,Laois,84697,2020/03/28  ,14
12,Leitrim,32044,2020/03/28  ,7
13,Limerick,194899,2020/03/28  ,64
14,Longford,40873,2020/03/28  ,12
15,Louth,128884,2020/03/28  ,42
16,Mayo,130507,2020/03/28  ,27
17,Meath,195044,2020/03/28  ,49
18,Monaghan,61386,2020/03/28  ,12
19,Offaly,77961,2020/03/28  ,34
20,Roscommon,64544,2020/03/28  ,11
21,Sligo,65535,2020/03/28  ,18
22,Tipperary,159553,2020/03/28  ,64
23,Waterford,116176,2020/03/28  ,31
24,Westmeath,88770,2020/03/28  ,68
25,Wexford,149722,2020/03/28  ,12
26,Wicklow,142425,2020/03/28  ,72
1,Carlow,56932,2020/03/29  ,4
2,Cavan,76176,2020/03/29  ,31
3,Clare,118817,2020/03/29  ,39
4,Cork,542868,2020/03/29  ,239
5,Donegal,159192,2020/03/29  ,46
6,Dublin,1347359,2020/03/29  ,1440
7,Galway,258058,2020/03/29  ,79
8,Kerry,147707,2020/03/29  ,66
9,Kildare,222504,2020/03/29  ,71
10,Kilkenny,99232,2020/03/29  ,37
11,Laois,84697,2020/03/29  ,15
12,Leitrim,32044,2020/03/29  ,7
13,Limerick,194899,2020/03/29  ,67
14,Longford,40873,2020/03/29  ,14
15,Louth,128884,2020/03/29  ,46
16,Mayo,130507,2020/03/29  ,35
17,Meath,195044,2020/03/29  ,56
18,Monaghan,61386,2020/03/29  ,13
19,Offaly,77961,2020/03/29  ,35
20,Roscommon,64544,2020/03/29  ,11
21,Sligo,65535,2020/03/29  ,18
22,Tipperary,159553,2020/03/29  ,74
23,Waterford,116176,2020/03/29  ,31
24,Westmeath,88770,2020/03/29  ,74
25,Wexford,149722,2020/03/29  ,15
26,Wicklow,142425,2020/03/29  ,77
1,Carlow,56932,2020/03/30  ,4
2,Cavan,76176,2020/03/30  ,36
3,Clare,118817,2020/03/30  ,46
4,Cork,542868,2020/03/30  ,256
5,Donegal,159192,2020/03/30  ,62
6,Dublin,1347359,2020/03/30  ,1593
7,Galway,258058,2020/03/30  ,80
8,Kerry,147707,2020/03/30  ,68
9,Kildare,222504,2020/03/30  ,84
10,Kilkenny,99232,2020/03/30  ,40
11,Laois,84697,2020/03/30  ,16
12,Leitrim,32044,2020/03/30  ,11
13,Limerick,194899,2020/03/30  ,84
14,Longford,40873,2020/03/30  ,16
15,Louth,128884,2020/03/30  ,53
16,Mayo,130507,2020/03/30  ,47
17,Meath,195044,2020/03/30  ,69
18,Monaghan,61386,2020/03/30  ,13
19,Offaly,77961,2020/03/30  ,39
20,Roscommon,64544,2020/03/30  ,11
21,Sligo,65535,2020/03/30  ,21
22,Tipperary,159553,2020/03/30  ,86
23,Waterford,116176,2020/03/30  ,34
24,Westmeath,88770,2020/03/30  ,78
25,Wexford,149722,2020/03/30  ,15
26,Wicklow,142425,2020/03/30  ,81
1,Carlow,56932,2020/03/31  ,4
2,Cavan,76176,2020/03/31  ,39
3,Clare,118817,2020/03/31  ,50
4,Cork,542868,2020/03/31  ,271
5,Donegal,159192,2020/03/31  ,69
6,Dublin,1347359,2020/03/31  ,1783
7,Galway,258058,2020/03/31  ,84
8,Kerry,147707,2020/03/31  ,72
9,Kildare,222504,2020/03/31  ,93
10,Kilkenny,99232,2020/03/31  ,40
11,Laois,84697,2020/03/31  ,18
12,Leitrim,32044,2020/03/31  ,13
13,Limerick,194899,2020/03/31  ,91
14,Longford,40873,2020/03/31  ,17
15,Louth,128884,2020/03/31  ,54
16,Mayo,130507,2020/03/31  ,54
17,Meath,195044,2020/03/31  ,76
18,Monaghan,61386,2020/03/31  ,16
19,Offaly,77961,2020/03/31  ,44
20,Roscommon,64544,2020/03/31  ,11
21,Sligo,65535,2020/03/31  ,24
22,Tipperary,159553,2020/03/31  ,92
23,Waterford,116176,2020/03/31  ,35
24,Westmeath,88770,2020/03/31  ,79
25,Wexford,149722,2020/03/31  ,16
26,Wicklow,142425,2020/03/31  ,88
1,Carlow,56932,2020/04/01  ,4
2,Cavan,76176,2020/04/01  ,41
3,Clare,118817,2020/04/01  ,51
4,Cork,542868,2020/04/01  ,292
5,Donegal,159192,2020/04/01  ,78
6,Dublin,1347359,2020/04/01  ,2018
7,Galway,258058,2020/04/01  ,91
8,Kerry,147707,2020/04/01  ,78
9,Kildare,222504,2020/04/01  ,111
10,Kilkenny,99232,2020/04/01  ,50
11,Laois,84697,2020/04/01  ,18
12,Leitrim,32044,2020/04/01  ,13
13,Limerick,194899,2020/04/01  ,93
14,Longford,40873,2020/04/01  ,19
15,Louth,128884,2020/04/01  ,56
16,Mayo,130507,2020/04/01  ,57
17,Meath,195044,2020/04/01  ,85
18,Monaghan,61386,2020/04/01  ,17
19,Offaly,77961,2020/04/01  ,45
20,Roscommon,64544,2020/04/01  ,14
21,Sligo,65535,2020/04/01  ,25
22,Tipperary,159553,2020/04/01  ,95
23,Waterford,116176,2020/04/01  ,40
24,Westmeath,88770,2020/04/01  ,84
25,Wexford,149722,2020/04/01  ,18
26,Wicklow,142425,2020/04/01  ,106
1,Carlow,56932,2020/04/02  ,6
2,Cavan,76176,2020/04/02  ,67
3,Clare,118817,2020/04/02  ,55
4,Cork,542868,2020/04/02  ,304
5,Donegal,159192,2020/04/02  ,81
6,Dublin,1347359,2020/04/02  ,2190
7,Galway,258058,2020/04/02  ,98
8,Kerry,147707,2020/04/02  ,83
9,Kildare,222504,2020/04/02  ,142
10,Kilkenny,99232,2020/04/02  ,57
11,Laois,84697,2020/04/02  ,24
12,Leitrim,32044,2020/04/02  ,14
13,Limerick,194899,2020/04/02  ,113
14,Longford,40873,2020/04/02  ,20
15,Louth,128884,2020/04/02  ,57
16,Mayo,130507,2020/04/02  ,66
17,Meath,195044,2020/04/02  ,94
18,Monaghan,61386,2020/04/02  ,19
19,Offaly,77961,2020/04/02  ,60
20,Roscommon,64544,2020/04/02  ,14
21,Sligo,65535,2020/04/02  ,26
22,Tipperary,159553,2020/04/02  ,106
23,Waterford,116176,2020/04/02  ,40
24,Westmeath,88770,2020/04/02  ,89
25,Wexford,149722,2020/04/02  ,20
26,Wicklow,142425,2020/04/02  ,114
1,Carlow,56932,2020/04/03  ,12
2,Cavan,76176,2020/04/03  ,76
3,Clare,118817,2020/04/03  ,56
4,Cork,542868,2020/04/03  ,343
5,Donegal,159192,2020/04/03  ,82
6,Dublin,1347359,2020/04/03  ,2425
7,Galway,258058,2020/04/03  ,101
8,Kerry,147707,2020/04/03  ,84
9,Kildare,222504,2020/04/03  ,159
10,Kilkenny,99232,2020/04/03  ,75
11,Laois,84697,2020/04/03  ,25
12,Leitrim,32044,2020/04/03  ,14
13,Limerick,194899,2020/04/03  ,124
14,Longford,40873,2020/04/03  ,20
15,Louth,128884,2020/04/03  ,66
16,Mayo,130507,2020/04/03  ,81
17,Meath,195044,2020/04/03  ,108
18,Monaghan,61386,2020/04/03  ,22
19,Offaly,77961,2020/04/03  ,61
20,Roscommon,64544,2020/04/03  ,16
21,Sligo,65535,2020/04/03  ,27
22,Tipperary,159553,2020/04/03  ,120
23,Waterford,116176,2020/04/03  ,43
24,Westmeath,88770,2020/04/03  ,92
25,Wexford,149722,2020/04/03  ,21
26,Wicklow,142425,2020/04/03  ,133
1,Carlow,56932,2020/04/04  ,12
2,Cavan,76176,2020/04/04  ,117
3,Clare,118817,2020/04/04  ,61
4,Cork,542868,2020/04/04  ,363
5,Donegal,159192,2020/04/04  ,105
6,Dublin,1347359,2020/04/04  ,2620
7,Galway,258058,2020/04/04  ,106
8,Kerry,147707,2020/04/04  ,87
9,Kildare,222504,2020/04/04  ,180
10,Kilkenny,99232,2020/04/04  ,77
11,Laois,84697,2020/04/04  ,28
12,Leitrim,32044,2020/04/04  ,15
13,Limerick,194899,2020/04/04  ,135
14,Longford,40873,2020/04/04  ,23
15,Louth,128884,2020/04/04  ,67
16,Mayo,130507,2020/04/04  ,109
17,Meath,195044,2020/04/04  ,142
18,Monaghan,61386,2020/04/04  ,51
19,Offaly,77961,2020/04/04  ,64
20,Roscommon,64544,2020/04/04  ,19
21,Sligo,65535,2020/04/04  ,27
22,Tipperary,159553,2020/04/04  ,127
23,Waterford,116176,2020/04/04  ,46
24,Westmeath,88770,2020/04/04  ,104
25,Wexford,149722,2020/04/04  ,21
26,Wicklow,142425,2020/04/04  ,143
1,Carlow,56932,2020/04/05  ,12
2,Cavan,76176,2020/04/05  ,125
3,Clare,118817,2020/04/05  ,67
4,Cork,542868,2020/04/05  ,418
5,Donegal,159192,2020/04/05  ,116
6,Dublin,1347359,2020/04/05  ,2990
7,Galway,258058,2020/04/05  ,121
8,Kerry,147707,2020/04/05  ,118
9,Kildare,222504,2020/04/05  ,205
10,Kilkenny,99232,2020/04/05  ,80
11,Laois,84697,2020/04/05  ,33
12,Leitrim,32044,2020/04/05  ,19
13,Limerick,194899,2020/04/05  ,137
14,Longford,40873,2020/04/05  ,27
15,Louth,128884,2020/04/05  ,87
16,Mayo,130507,2020/04/05  ,128
17,Meath,195044,2020/04/05  ,173
18,Monaghan,61386,2020/04/05  ,57
19,Offaly,77961,2020/04/05  ,71
20,Roscommon,64544,2020/04/05  ,23
21,Sligo,65535,2020/04/05  ,27
22,Tipperary,159553,2020/04/05  ,134
23,Waterford,116176,2020/04/05  ,46
24,Westmeath,88770,2020/04/05  ,118
25,Wexford,149722,2020/04/05  ,22
26,Wicklow,142425,2020/04/05  ,172
1,Carlow,56932,2020/04/06  ,16
2,Cavan,76176,2020/04/06  ,134
3,Clare,118817,2020/04/06  ,70
4,Cork,542868,2020/04/06  ,429
5,Donegal,159192,2020/04/06  ,122
6,Dublin,1347359,2020/04/06  ,3190
7,Galway,258058,2020/04/06  ,127
8,Kerry,147707,2020/04/06  ,121
9,Kildare,222504,2020/04/06  ,240
10,Kilkenny,99232,2020/04/06  ,89
11,Laois,84697,2020/04/06  ,37
12,Leitrim,32044,2020/04/06  ,21
13,Limerick,194899,2020/04/06  ,153
14,Longford,40873,2020/04/06  ,35
15,Louth,128884,2020/04/06  ,96
16,Mayo,130507,2020/04/06  ,132
17,Meath,195044,2020/04/06  ,187
18,Monaghan,61386,2020/04/06  ,60
19,Offaly,77961,2020/04/06  ,75
20,Roscommon,64544,2020/04/06  ,24
21,Sligo,65535,2020/04/06  ,27
22,Tipperary,159553,2020/04/06  ,140
23,Waterford,116176,2020/04/06  ,50
24,Westmeath,88770,2020/04/06  ,129
25,Wexford,149722,2020/04/06  ,24
26,Wicklow,142425,2020/04/06  ,183
1,Carlow,56932,2020/04/07  ,17
2,Cavan,76176,2020/04/07  ,138
3,Clare,118817,2020/04/07  ,72
4,Cork,542868,2020/04/07  ,470
5,Donegal,159192,2020/04/07  ,126
6,Dublin,1347359,2020/04/07  ,3473
7,Galway,258058,2020/04/07  ,127
8,Kerry,147707,2020/04/07  ,125
9,Kildare,222504,2020/04/07  ,259
10,Kilkenny,99232,2020/04/07  ,91
11,Laois,84697,2020/04/07  ,41
12,Leitrim,32044,2020/04/07  ,24
13,Limerick,194899,2020/04/07  ,166
14,Longford,40873,2020/04/07  ,36
15,Louth,128884,2020/04/07  ,107
16,Mayo,130507,2020/04/07  ,136
17,Meath,195044,2020/04/07  ,202
18,Monaghan,61386,2020/04/07  ,62
19,Offaly,77961,2020/04/07  ,80
20,Roscommon,64544,2020/04/07  ,24
21,Sligo,65535,2020/04/07  ,28
22,Tipperary,159553,2020/04/07  ,143
23,Waterford,116176,2020/04/07  ,54
24,Westmeath,88770,2020/04/07  ,139
25,Wexford,149722,2020/04/07  ,26
26,Wicklow,142425,2020/04/07  ,209
1,Carlow,56932,2020/04/08  ,20
2,Cavan,76176,2020/04/08  ,158
3,Clare,118817,2020/04/08  ,73
4,Cork,542868,2020/04/08  ,501
5,Donegal,159192,2020/04/08  ,146
6,Dublin,1347359,2020/04/08  ,3779
7,Galway,258058,2020/04/08  ,153
8,Kerry,147707,2020/04/08  ,144
9,Kildare,222504,2020/04/08  ,295
10,Kilkenny,99232,2020/04/08  ,97
11,Laois,84697,2020/04/08  ,52
12,Leitrim,32044,2020/04/08  ,26
13,Limerick,194899,2020/04/08  ,179
14,Longford,40873,2020/04/08  ,41
15,Louth,128884,2020/04/08  ,116
16,Mayo,130507,2020/04/08  ,152
17,Meath,195044,2020/04/08  ,212
18,Monaghan,61386,2020/04/08  ,68
19,Offaly,77961,2020/04/08  ,88
20,Roscommon,64544,2020/04/08  ,29
21,Sligo,65535,2020/04/08  ,31
22,Tipperary,159553,2020/04/08  ,153
23,Waterford,116176,2020/04/08  ,58
24,Westmeath,88770,2020/04/08  ,149
25,Wexford,149722,2020/04/08  ,30
26,Wicklow,142425,2020/04/08  ,238
1,Carlow,56932,2020/04/09  ,23
2,Cavan,76176,2020/04/09  ,174
3,Clare,118817,2020/04/09  ,94
4,Cork,542868,2020/04/09  ,579
5,Donegal,159192,2020/04/09  ,167
6,Dublin,1347359,2020/04/09  ,4057
7,Galway,258058,2020/04/09  ,162
8,Kerry,147707,2020/04/09  ,153
9,Kildare,222504,2020/04/09  ,337
10,Kilkenny,99232,2020/04/09  ,114
11,Laois,84697,2020/04/09  ,64
12,Leitrim,32044,2020/04/09  ,33
13,Limerick,194899,2020/04/09  ,209
14,Longford,40873,2020/04/09  ,43
15,Louth,128884,2020/04/09  ,129
16,Mayo,130507,2020/04/09  ,166
17,Meath,195044,2020/04/09  ,237
18,Monaghan,61386,2020/04/09  ,79
19,Offaly,77961,2020/04/09  ,104
20,Roscommon,64544,2020/04/09  ,30
21,Sligo,65535,2020/04/09  ,36
22,Tipperary,159553,2020/04/09  ,170
23,Waterford,116176,2020/04/09  ,61
24,Westmeath,88770,2020/04/09  ,177
25,Wexford,149722,2020/04/09  ,39
26,Wicklow,142425,2020/04/09  ,249
1,Carlow,56932,2020/04/10  ,32
2,Cavan,76176,2020/04/10  ,213
3,Clare,118817,2020/04/10  ,100
4,Cork,542868,2020/04/10  ,646
5,Donegal,159192,2020/04/10  ,197
6,Dublin,1347359,2020/04/10  ,4402
7,Galway,258058,2020/04/10  ,171
8,Kerry,147707,2020/04/10  ,168
9,Kildare,222504,2020/04/10  ,368
10,Kilkenny,99232,2020/04/10  ,124
11,Laois,84697,2020/04/10  ,74
12,Leitrim,32044,2020/04/10  ,34
13,Limerick,194899,2020/04/10  ,220
14,Longford,40873,2020/04/10  ,46
15,Louth,128884,2020/04/10  ,142
16,Mayo,130507,2020/04/10  ,180
17,Meath,195044,2020/04/10  ,255
18,Monaghan,61386,2020/04/10  ,86
19,Offaly,77961,2020/04/10  ,120
20,Roscommon,64544,2020/04/10  ,34
21,Sligo,65535,2020/04/10  ,38
22,Tipperary,159553,2020/04/10  ,180
23,Waterford,116176,2020/04/10  ,65
24,Westmeath,88770,2020/04/10  ,188
25,Wexford,149722,2020/04/10  ,43
26,Wicklow,142425,2020/04/10  ,265
1,Carlow,56932,2020/04/11  ,38
2,Cavan,76176,2020/04/11  ,225
3,Clare,118817,2020/04/11  ,110
4,Cork,542868,2020/04/11  ,728
5,Donegal,159192,2020/04/11  ,229
6,Dublin,1347359,2020/04/11  ,4882
7,Galway,258058,2020/04/11  ,189
8,Kerry,147707,2020/04/11  ,198
9,Kildare,222504,2020/04/11  ,413
10,Kilkenny,99232,2020/04/11  ,136
11,Laois,84697,2020/04/11  ,90
12,Leitrim,32044,2020/04/11  ,34
13,Limerick,194899,2020/04/11  ,237
14,Longford,40873,2020/04/11  ,53
15,Louth,128884,2020/04/11  ,193
16,Mayo,130507,2020/04/11  ,190
17,Meath,195044,2020/04/11  ,295
18,Monaghan,61386,2020/04/11  ,93
19,Offaly,77961,2020/04/11  ,136
20,Roscommon,64544,2020/04/11  ,44
21,Sligo,65535,2020/04/11  ,38
22,Tipperary,159553,2020/04/11  ,205
23,Waterford,116176,2020/04/11  ,71
24,Westmeath,88770,2020/04/11  ,207
25,Wexford,149722,2020/04/11  ,51
26,Wicklow,142425,2020/04/11  ,275
1,Carlow,56932,2020/04/12  ,44
2,Cavan,76176,2020/04/12  ,248
3,Clare,118817,2020/04/12  ,122
4,Cork,542868,2020/04/12  ,778
5,Donegal,159192,2020/04/12  ,264
6,Dublin,1347359,2020/04/12  ,5307
7,Galway,258058,2020/04/12  ,212
8,Kerry,147707,2020/04/12  ,217
9,Kildare,222504,2020/04/12  ,448
10,Kilkenny,99232,2020/04/12  ,143
11,Laois,84697,2020/04/12  ,101
12,Leitrim,32044,2020/04/12  ,39
13,Limerick,194899,2020/04/12  ,245
14,Longford,40873,2020/04/12  ,55
15,Louth,128884,2020/04/12  ,206
16,Mayo,130507,2020/04/12  ,200
17,Meath,195044,2020/04/12  ,347
18,Monaghan,61386,2020/04/12  ,121
19,Offaly,77961,2020/04/12  ,149
20,Roscommon,64544,2020/04/12  ,53
21,Sligo,65535,2020/04/12  ,47
22,Tipperary,159553,2020/04/12  ,225
23,Waterford,116176,2020/04/12  ,79
24,Westmeath,88770,2020/04/12  ,226
25,Wexford,149722,2020/04/12  ,55
26,Wicklow,142425,2020/04/12  ,322
1,Carlow,56932,2020/04/13  ,52
2,Cavan,76176,2020/04/13  ,257
3,Clare,118817,2020/04/13  ,129
4,Cork,542868,2020/04/13  ,827
5,Donegal,159192,2020/04/13  ,296
6,Dublin,1347359,2020/04/13  ,5712
7,Galway,258058,2020/04/13  ,229
8,Kerry,147707,2020/04/13  ,224
9,Kildare,222504,2020/04/13  ,513
10,Kilkenny,99232,2020/04/13  ,163
11,Laois,84697,2020/04/13  ,115
12,Leitrim,32044,2020/04/13  ,43
13,Limerick,194899,2020/04/13  ,264
14,Longford,40873,2020/04/13  ,65
15,Louth,128884,2020/04/13  ,234
16,Mayo,130507,2020/04/13  ,219
17,Meath,195044,2020/04/13  ,376
18,Monaghan,61386,2020/04/13  ,145
19,Offaly,77961,2020/04/13  ,157
20,Roscommon,64544,2020/04/13  ,56
21,Sligo,65535,2020/04/13  ,57
22,Tipperary,159553,2020/04/13  ,244
23,Waterford,116176,2020/04/13  ,88
24,Westmeath,88770,2020/04/13  ,248
25,Wexford,149722,2020/04/13  ,59
26,Wicklow,142425,2020/04/13  ,347
1,Carlow,56932,2020/04/14  ,58
2,Cavan,76176,2020/04/14  ,311
3,Clare,118817,2020/04/14  ,137
4,Cork,542868,2020/04/14  ,911
5,Donegal,159192,2020/04/14  ,314
6,Dublin,1347359,2020/04/14  ,6188
7,Galway,258058,2020/04/14  ,252
8,Kerry,147707,2020/04/14  ,243
9,Kildare,222504,2020/04/14  ,574
10,Kilkenny,99232,2020/04/14  ,173
11,Laois,84697,2020/04/14  ,131
12,Leitrim,32044,2020/04/14  ,46
13,Limerick,194899,2020/04/14  ,284
14,Longford,40873,2020/04/14  ,74
15,Louth,128884,2020/04/14  ,346
16,Mayo,130507,2020/04/14  ,253
17,Meath,195044,2020/04/14  ,411
18,Monaghan,61386,2020/04/14  ,159
19,Offaly,77961,2020/04/14  ,171
20,Roscommon,64544,2020/04/14  ,63
21,Sligo,65535,2020/04/14  ,60
22,Tipperary,159553,2020/04/14  ,257
23,Waterford,116176,2020/04/14  ,97
24,Westmeath,88770,2020/04/14  ,292
25,Wexford,149722,2020/04/14  ,69
26,Wicklow,142425,2020/04/14  ,375
1,Carlow,56932,2020/04/15  ,58
2,Cavan,76176,2020/04/15  ,347
3,Clare,118817,2020/04/15  ,155
4,Cork,542868,2020/04/15  ,939
5,Donegal,159192,2020/04/15  ,346
6,Dublin,1347359,2020/04/15  ,6414
7,Galway,258058,2020/04/15  ,258
8,Kerry,147707,2020/04/15  ,251
9,Kildare,222504,2020/04/15  ,627
10,Kilkenny,99232,2020/04/15  ,180
11,Laois,84697,2020/04/15  ,137
12,Leitrim,32044,2020/04/15  ,49
13,Limerick,194899,2020/04/15  ,318
14,Longford,40873,2020/04/15  ,77
15,Louth,128884,2020/04/15  ,377
16,Mayo,130507,2020/04/15  ,262
17,Meath,195044,2020/04/15  ,427
18,Monaghan,61386,2020/04/15  ,164
19,Offaly,77961,2020/04/15  ,179
20,Roscommon,64544,2020/04/15  ,65
21,Sligo,65535,2020/04/15  ,63
22,Tipperary,159553,2020/04/15  ,277
23,Waterford,116176,2020/04/15  ,98
24,Westmeath,88770,2020/04/15  ,301
25,Wexford,149722,2020/04/15  ,73
26,Wicklow,142425,2020/04/15  ,387
1,Carlow,56932,2020/04/16  ,66
2,Cavan,76176,2020/04/16  ,353
3,Clare,118817,2020/04/16  ,174
4,Cork,542868,2020/04/16  ,975
5,Donegal,159192,2020/04/16  ,357
6,Dublin,1347359,2020/04/16  ,6775
7,Galway,258058,2020/04/16  ,265
8,Kerry,147707,2020/04/16  ,253
9,Kildare,222504,2020/04/16  ,688
10,Kilkenny,99232,2020/04/16  ,191
11,Laois,84697,2020/04/16  ,145
12,Leitrim,32044,2020/04/16  ,49
13,Limerick,194899,2020/04/16  ,353
14,Longford,40873,2020/04/16  ,81
15,Louth,128884,2020/04/16  ,400
16,Mayo,130507,2020/04/16  ,273
17,Meath,195044,2020/04/16  ,467
18,Monaghan,61386,2020/04/16  ,170
19,Offaly,77961,2020/04/16  ,185
20,Roscommon,64544,2020/04/16  ,78
21,Sligo,65535,2020/04/16  ,64
22,Tipperary,159553,2020/04/16  ,290
23,Waterford,116176,2020/04/16  ,106
24,Westmeath,88770,2020/04/16  ,314
25,Wexford,149722,2020/04/16  ,83
26,Wicklow,142425,2020/04/16  ,395
1,Carlow,56932,2020/04/17  ,68
2,Cavan,76176,2020/04/17  ,386
3,Clare,118817,2020/04/17  ,176
4,Cork,542868,2020/04/17  ,1024
5,Donegal,159192,2020/04/17  ,364
6,Dublin,1347359,2020/04/17  ,7210
7,Galway,258058,2020/04/17  ,275
8,Kerry,147707,2020/04/17  ,260
9,Kildare,222504,2020/04/17  ,769
10,Kilkenny,99232,2020/04/17  ,198
11,Laois,84697,2020/04/17  ,165
12,Leitrim,32044,2020/04/17  ,50
13,Limerick,194899,2020/04/17  ,355
14,Longford,40873,2020/04/17  ,86
15,Louth,128884,2020/04/17  ,404
16,Mayo,130507,2020/04/17  ,312
17,Meath,195044,2020/04/17  ,508
18,Monaghan,61386,2020/04/17  ,173
19,Offaly,77961,2020/04/17  ,196
20,Roscommon,64544,2020/04/17  ,80
21,Sligo,65535,2020/04/17  ,70
22,Tipperary,159553,2020/04/17  ,300
23,Waterford,116176,2020/04/17  ,108
24,Westmeath,88770,2020/04/17  ,341
25,Wexford,149722,2020/04/17  ,96
26,Wicklow,142425,2020/04/17  ,429
1,Carlow,56932,2020/04/18  ,75
2,Cavan,76176,2020/04/18  ,400
3,Clare,118817,2020/04/18  ,183
4,Cork,542868,2020/04/18  ,1043
5,Donegal,159192,2020/04/18  ,370
6,Dublin,1347359,2020/04/18  ,7487
7,Galway,258058,2020/04/18  ,286
8,Kerry,147707,2020/04/18  ,266
9,Kildare,222504,2020/04/18  ,820
10,Kilkenny,99232,2020/04/18  ,207
11,Laois,84697,2020/04/18  ,167
12,Leitrim,32044,2020/04/18  ,51
13,Limerick,194899,2020/04/18  ,372
14,Longford,40873,2020/04/18  ,89
15,Louth,128884,2020/04/18  ,435
16,Mayo,130507,2020/04/18  ,332
17,Meath,195044,2020/04/18  ,517
18,Monaghan,61386,2020/04/18  ,186
19,Offaly,77961,2020/04/18  ,198
20,Roscommon,64544,2020/04/18  ,94
21,Sligo,65535,2020/04/18  ,71
22,Tipperary,159553,2020/04/18  ,308
23,Waterford,116176,2020/04/18  ,108
24,Westmeath,88770,2020/04/18  ,353
25,Wexford,149722,2020/04/18  ,97
26,Wicklow,142425,2020/04/18  ,443
1,Carlow,56932,2020/04/19  ,75
2,Cavan,76176,2020/04/19  ,402
3,Clare,118817,2020/04/19  ,187
4,Cork,542868,2020/04/19  ,1051
5,Donegal,159192,2020/04/19  ,378
6,Dublin,1347359,2020/04/19  ,7591
7,Galway,258058,2020/04/19  ,286
8,Kerry,147707,2020/04/19  ,266
9,Kildare,222504,2020/04/19  ,822
10,Kilkenny,99232,2020/04/19  ,210
11,Laois,84697,2020/04/19  ,175
12,Leitrim,32044,2020/04/19  ,54
